[0/2] Re-checking globbed directories...
[1/2] Building CXX object scratch/CMakeFiles/scratch_adjustGear_2_fair_mobility.dir/adjustGear_2_fair_mobility.cc.o
[2/2] Linking CXX executable ../build/scratch/ns3.41-adjustGear_2_fair_mobility-default
  gNbNum :1

  ueNum :24

  adjustInteval :1ms

  adjustDelay :100ms

  0  Scenario create success 

  gnb set success 0

  p2p an IP set success 0

+0.512528567s 1 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 96 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 2 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 97 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 3 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 98 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 4 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 99 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 5 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 100 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 6 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 101 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 7 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 102 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 8 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 103 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 9 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 104 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 10 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 105 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 11 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 106 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 12 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 107 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
+0.512528567s 13 UdpServer:HandleRead(): TraceDelay: RX  receive 200 bytes from 1.0.0.2 Sequence Number: 0 Uid: 108 TXtime: +5e+08ns RXtime: +5.12529e+08ns Delay: +1.25286e+07ns Gear: 8
